ID,CATEGORY,TEXT,COUNTER NARRATIVES
4004,Homophobic-derogation,LGBTQ+ சமூக பங்களிப்பாளர்கள் வாழ்க்கையை பாசமில்லாததாக மாற்றுகிறார்கள்.,இவர்கள் அனைவரும் மனிதர்களே; அவர்களின் வாழ்க்கைத் தேர்வுகளை மதிப்பது நம் பண்பு.
4005,Homophobic-derogation,மாறுபட்ட பாலியல் விருப்பம் கொண்டவர்கள் மாணவர்களின் சிந்தனையை தவறாக பாதிக்கிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4006,Transphobic-derogation,திருப்பாலின சமூக ஆர்வலர்கள் நம் ஒழுக்க மரபை சிதைக்கிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4007,Transphobic-derogation,திருப்பாலின மாணவர்கள் நம் குடும்பப்பண்பாடுகளை கேள்விக்குள்ளாக்குகிறார்கள்.,பாரம்பரியம் மற்றும் கலாச்சாரம் என்ற பெயரில் ஒருவரின் அடையாளத்தை கேள்விக்குள்ளாக்குவது நியாயமல்ல. நாம் வளர்ச்சியடைந்த சமுதாயமாக இருக்க வேண்டும்.
4008,Homophobic-derogation,நபர் அடையாளம் வெளிப்படையாக கொண்டவர்கள் நம் மரபுகளுக்கு விரோதமாக நடந்து கொள்கிறார்கள்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4009,Transphobic-derogation,பாலின மாற்றத்திற்குட்பட்ட பொது நிர்வாகிகள் குடும்ப பண்பாட்டை முற்றிலும் நாசமாக்குகிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4010,Transphobic-derogation,திருநங்கை போலீசார் வாழ்க்கையை பாசமில்லாததாக மாற்றுகிறார்கள்.,"அவர்களின் வாழ்க்கை அவர்களுக்குரியது. நம்மால் அதை மதிக்க முடிந்தால், சமுதாயம் மிகவும் நல்லதாக மாறும்."
4011,Homophobic-derogation,ஓரின உறவினர் உள்ளழுத்தங்களை ஏற்படுத்துகிறார்கள்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4012,Transphobic-derogation,பாலினம் வெளிப்படுத்திய மாணவிகள் ஒரு நல்ல எதிர்காலத்தை உருவாக்க முடியாதவர்கள்.,இவர்கள் அனைவரும் மனிதர்களே; அவர்களின் வாழ்க்கைத் தேர்வுகளை மதிப்பது நம் பண்பு.
4013,Transphobic-Threatening,திருப்பாலின சமூக ஆர்வலர்கள் பொதுவிடங்களில் நடந்து கொள்ளும் விதம் அசிங்கமாக உள்ளது.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4014,Transphobic-derogation,பாலின அடையாளத்தை வெளிப்படுத்திய கலைஞர்கள் குழந்தைகளின் எண்ணத்தையும் வாழ்க்கையையும் பாதிக்கிறார்கள்.,"திருநங்கைகள், ஓரின உறவுகளில் இருப்பவர்கள் எல்லோரும் நம் சமுதாயத்தின் பங்கு. அவர்களை வலியுறுத்துவதற்குப் பதிலாக ஆதரிப்போம்."
4015,Transphobic-derogation,மாற்றுபாலினம் கொண்ட உழைப்பாளர்கள் குடும்ப பண்பாட்டை முற்றிலும் நாசமாக்குகிறார்கள்.,இவர்கள் அனைவரும் மனிதர்களே; அவர்களின் வாழ்க்கைத் தேர்வுகளை மதிப்பது நம் பண்பு.
4016,Homophobic-derogation,lesbian பெண்கள் மக்கள் மனதில் பயம் மற்றும் குழப்பத்தை உருவாக்குகிறார்கள்.,ஒவ்வொரு நபருக்கும் தங்களுடைய பாலியல் அடையாளம் மற்றும் வாழ்க்கைத் தேர்வுகளை உரிமையாக பின்பற்றும் உரிமை இருக்கிறது. அவர்களை மதிப்பது நம் கடமையாகும்.
4017,Homophobic-derogation,LGBTQ+ வணிகதுறையினர் சமூகத்திலிருந்து தனிமைப்படுத்தப்பட வேண்டும்.,"எல்லா மனிதர்களும் சம உரிமைகளோடு வாழ்வதற்குரியவர்கள். நம் மதிப்பும், மரியாதையும் அனைவருக்கும் சமமாக இருக்க வேண்டும்."
4018,Homophobic-derogation,lesbian பெண்கள் இளைய தலைமுறையை குழப்புகிறார்கள்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4019,Transphobic-derogation,திருநங்கை ஊடகப் பேச்சாளர்கள் இடத்தில் மரியாதை குறைவாக உள்ளது.,"அவர்களின் வாழ்க்கை அவர்களுக்குரியது. நம்மால் அதை மதிக்க முடிந்தால், சமுதாயம் மிகவும் நல்லதாக மாறும்."
4020,Transphobic-derogation,பாலினம் மாற்றிய கலைஞர்கள் சமுதாய வளர்ச்சிக்கு தடையாக உள்ளனர்.,"திருநங்கைகள், ஓரின உறவுகளில் இருப்பவர்கள் எல்லோரும் நம் சமுதாயத்தின் பங்கு. அவர்களை வலியுறுத்துவதற்குப் பதிலாக ஆதரிப்போம்."
4021,Transphobic-derogation,"திருநங்கை நிர்வாகிகள் வாழ்வியல் முறைகள் பரப்பப்பட்டால், நம் இளைஞர்கள் பாதிக்கப்படுவார்கள்.",பாரம்பரியம் மற்றும் கலாச்சாரம் என்ற பெயரில் ஒருவரின் அடையாளத்தை கேள்விக்குள்ளாக்குவது நியாயமல்ல. நாம் வளர்ச்சியடைந்த சமுதாயமாக இருக்க வேண்டும்.
4022,Homophobic-derogation,நபர் அடையாளம் வெளிப்படையாக கொண்டவர்கள் கலாசார ஒழுக்கத்திற்கு மாறான செயலில் ஈடுபடுகிறார்கள்.,"தம்மைச் சார்ந்த உண்மைகளைத் தைரியமாக வெளிப்படுத்தும் எவரும் நம்மைச் சுற்றியுள்ள சமூகத்தின் முக்கிய அங்கங்கள். அவர்களை விரோதப்படுத்தாமல், அன்போடு அணுகுவோம்."
4023,Transphobic-derogation,திருநங்கை நிர்வாகிகள் சமூகத்திற்கு தவறான உணர்வுகளை ஏற்படுத்துகிறார்கள்.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4024,Transphobic-derogation,திருப்பாலின பத்திரிகையாளர்கள் குழந்தைகளின் வளர்ச்சிக்கு தீங்காக இருக்கிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4025,Homophobic-derogation,LGBTQ+ வணிகதுறையினர் பக்கம் பக்கம் வசிக்கும் மக்களுக்கு அச்சத்தை உருவாக்குகிறார்கள்.,"தம்மைச் சார்ந்த உண்மைகளைத் தைரியமாக வெளிப்படுத்தும் எவரும் நம்மைச் சுற்றியுள்ள சமூகத்தின் முக்கிய அங்கங்கள். அவர்களை விரோதப்படுத்தாமல், அன்போடு அணுகுவோம்."
4026,Homophobic-derogation,பாலியல் வகை மாற்றியவர்கள் குழந்தைகளை குழப்பத்திற்கு தள்ளுகிறார்கள்.,"எல்லா மனிதர்களும் சம உரிமைகளோடு வாழ்வதற்குரியவர்கள். நம் மதிப்பும், மரியாதையும் அனைவருக்கும் சமமாக இருக்க வேண்டும்."
4027,Transphobic-derogation,பாலினம் மாற்றிய கலைஞர்கள் வேலை இடங்களில் குழப்பம் ஏற்படுத்துகிறார்கள்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4028,Transphobic-derogation,பாலின மாற்றத்திற்குட்பட்ட பொது நிர்வாகிகள் சமூகத்தில் இடையூறுகளை உருவாக்குகிறார்கள்.,"அவர்களின் வாழ்க்கை அவர்களுக்குரியது. நம்மால் அதை மதிக்க முடிந்தால், சமுதாயம் மிகவும் நல்லதாக மாறும்."
4029,Transphobic-derogation,மாற்றுபாலினம் கொண்ட உழைப்பாளர்கள் நாட்டின் வளர்ச்சிக்கு தடையாக இருக்கிறார்கள்.,பாரம்பரியம் மற்றும் கலாச்சாரம் என்ற பெயரில் ஒருவரின் அடையாளத்தை கேள்விக்குள்ளாக்குவது நியாயமல்ல. நாம் வளர்ச்சியடைந்த சமுதாயமாக இருக்க வேண்டும்.
4030,Transphobic-derogation,மாற்றுப்பாலினம் கொண்டவர்கள் அவர்களது நடத்தை குழந்தைகளுக்கு ஆபத்தாக இருக்கிறது.,"திருநங்கைகள், ஓரின உறவுகளில் இருப்பவர்கள் எல்லோரும் நம் சமுதாயத்தின் பங்கு. அவர்களை வலியுறுத்துவதற்குப் பதிலாக ஆதரிப்போம்."
4031,Transphobic-derogation,பாலின அடையாளம் மாற்றியவர்கள் பள்ளிகளிலும் கல்லூரிகளிலும் தவறான அனுசரணையாக இருக்கிறார்கள்.,பாரம்பரியம் மற்றும் கலாச்சாரம் என்ற பெயரில் ஒருவரின் அடையாளத்தை கேள்விக்குள்ளாக்குவது நியாயமல்ல. நாம் வளர்ச்சியடைந்த சமுதாயமாக இருக்க வேண்டும்.
4032,Transphobic-derogation,பாலினம் வெளிப்படுத்திய மாணவிகள் சமூகத்திற்கு தவறான உணர்வுகளை ஏற்படுத்துகிறார்கள்.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4033,Transphobic-derogation,பாலின அடையாள மாற்றக்கூடியவர்கள் சமூகத்திலிருந்து தனிமைப்படுத்தப்பட வேண்டும்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4034,Transphobic-derogation,ஒரே பாலின ஆண்கள் சமூகத்தில் இடையூறுகளை உருவாக்குகிறார்கள்.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4035,Transphobic-derogation,திருப்பாலின சமூக ஆர்வலர்கள் மாறுபட்ட உணர்வுகளை பரப்புகிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4036,Transphobic-derogation,பாலின அடையாளம் வெளிப்படுத்திய ஆசிரியர்கள் மாறுபட்ட உணர்வுகளை பரப்புகிறார்கள்.,இவர்கள் அனைவரும் மனிதர்களே; அவர்களின் வாழ்க்கைத் தேர்வுகளை மதிப்பது நம் பண்பு.
4037,Homophobic-derogation,ஓரின விவாகம் செய்தவர்கள் குடும்ப கட்டமைப்பை இடித்து வருகின்றனர்.,ஒவ்வொரு நபருக்கும் தங்களுடைய பாலியல் அடையாளம் மற்றும் வாழ்க்கைத் தேர்வுகளை உரிமையாக பின்பற்றும் உரிமை இருக்கிறது. அவர்களை மதிப்பது நம் கடமையாகும்.
4038,Transphobic-derogation,பாலின அடையாளம் கேள்விக்குள்ளானவர்கள் பொதுவிடங்களில் நாகரிக ஒழுங்குக்கு மாறாக நடந்துகொள்கிறார்கள்.,ஒவ்வொரு நபருக்கும் தங்களுடைய பாலியல் அடையாளம் மற்றும் வாழ்க்கைத் தேர்வுகளை உரிமையாக பின்பற்றும் உரிமை இருக்கிறது. அவர்களை மதிப்பது நம் கடமையாகும்.
4039,Transphobic-derogation,பாலின அடையாளம் வெளிப்படுத்திய ஆசிரியர்கள் இளைய தலைமுறையின் திசையை மாற்றுகிறார்கள்.,"திருநங்கைகள், ஓரின உறவுகளில் இருப்பவர்கள் எல்லோரும் நம் சமுதாயத்தின் பங்கு. அவர்களை வலியுறுத்துவதற்குப் பதிலாக ஆதரிப்போம்."
4040,Transphobic-derogation,திருநங்கை ஊடகப் பேச்சாளர்கள் குழந்தைகளின் வளர்ச்சிக்கு தீங்காக இருக்கிறார்கள்.,"திருநங்கைகள், ஓரின உறவுகளில் இருப்பவர்கள் எல்லோரும் நம் சமுதாயத்தின் பங்கு. அவர்களை வலியுறுத்துவதற்குப் பதிலாக ஆதரிப்போம்."
4041,Transphobic-derogation,பாலினம் மாற்றிய கலைஞர்கள் திருமண உறவை இழிவுபடுத்துகிறார்கள்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4042,Homophobic-derogation,lesbian பெண்கள் மதிப்பற்ற வாழ்வை முன்னெடுக்கிறார்கள்.,"அவர்களின் வாழ்க்கை அவர்களுக்குரியது. நம்மால் அதை மதிக்க முடிந்தால், சமுதாயம் மிகவும் நல்லதாக மாறும்."
4043,Homophobic-derogation,LGBTQ+ வணிகதுறையினர் நாட்டின் வளர்ச்சிக்கு தடையாக இருக்கிறார்கள்.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4044,Homophobic-derogation,LGBTQ+ தொழில்நுட்ப நிபுணர்கள் பொது உரிமைகளை தவறாகப் பயன்படுத்துகிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4045,Transphobic-derogation,பாலின அடையாளங்களுடன் வாழும் முன்னோடிகள் எதையும் கவனிக்காத விதத்தில் நடந்துகொள்கிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4046,Homophobic-derogation,நபர் அடையாளம் வெளிப்படையாக கொண்டவர்கள் நமது இளம் தலைமுறையிடம் தவறான விஷயங்களை கொண்டுவருகிறார்கள்.,பாரம்பரியம் மற்றும் கலாச்சாரம் என்ற பெயரில் ஒருவரின் அடையாளத்தை கேள்விக்குள்ளாக்குவது நியாயமல்ல. நாம் வளர்ச்சியடைந்த சமுதாயமாக இருக்க வேண்டும்.
4047,Transphobic-derogation,திருநங்கை தலைவர்கள் வெளிநாட்டு பைத்தியக் கலாசாரத்தை கொண்டு வந்துள்ளனர்.,பாரம்பரியம் மற்றும் கலாச்சாரம் என்ற பெயரில் ஒருவரின் அடையாளத்தை கேள்விக்குள்ளாக்குவது நியாயமல்ல. நாம் வளர்ச்சியடைந்த சமுதாயமாக இருக்க வேண்டும்.
4048,Transphobic-derogation,ஒரே பாலின உறவில் இருப்பவர்கள் திருமண உறவை இழிவுபடுத்துகிறார்கள்.,"தம்மைச் சார்ந்த உண்மைகளைத் தைரியமாக வெளிப்படுத்தும் எவரும் நம்மைச் சுற்றியுள்ள சமூகத்தின் முக்கிய அங்கங்கள். அவர்களை விரோதப்படுத்தாமல், அன்போடு அணுகுவோம்."
4049,Homophobic-derogation,ஓரினக் காதலர்கள் பெற்றோர் பாரம்பரியங்களை சிதைக்கும் செயலில் ஈடுபட்டுள்ளனர்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4050,Homophobic-derogation,ஓரின உறவுகளை கொண்டோர்கள் கலாசார ஒழுக்கத்திற்கு மாறான செயலில் ஈடுபடுகிறார்கள்.,ஒவ்வொரு நபருக்கும் தங்களுடைய பாலியல் அடையாளம் மற்றும் வாழ்க்கைத் தேர்வுகளை உரிமையாக பின்பற்றும் உரிமை இருக்கிறது. அவர்களை மதிப்பது நம் கடமையாகும்.
4051,Homophobic-derogation,நபர் அடையாளம் வெளிப்படையாக கொண்டவர்கள் இருப்பது நம் சமூகத்திற்கு கேள்விக்குறி.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4052,Homophobic-derogation,LGBTQ+ யOUTH நமது இளம் தலைமுறையிடம் தவறான விஷயங்களை கொண்டுவருகிறார்கள்.,"அவர்களின் வாழ்க்கை அவர்களுக்குரியது. நம்மால் அதை மதிக்க முடிந்தால், சமுதாயம் மிகவும் நல்லதாக மாறும்."
4053,Transphobic-derogation,மாற்றுப்பாலினம் கொண்ட நிர்வாகிகள் கலாசார ஒழுக்கத்திற்கு மாறான செயலில் ஈடுபடுகிறார்கள்.,"எல்லா மனிதர்களும் சம உரிமைகளோடு வாழ்வதற்குரியவர்கள். நம் மதிப்பும், மரியாதையும் அனைவருக்கும் சமமாக இருக்க வேண்டும்."
4054,Transphobic-derogation,மாற்றுபாலினம் கொண்ட உழைப்பாளர்கள் இளைய தலைமுறையின் திசையை மாற்றுகிறார்கள்.,"தம்மைச் சார்ந்த உண்மைகளைத் தைரியமாக வெளிப்படுத்தும் எவரும் நம்மைச் சுற்றியுள்ள சமூகத்தின் முக்கிய அங்கங்கள். அவர்களை விரோதப்படுத்தாமல், அன்போடு அணுகுவோம்."
4055,Homophobic-derogation,"சமலிங்கிகர்கள் வாழ்வியல் முறைகள் பரப்பப்பட்டால், நம் இளைஞர்கள் பாதிக்கப்படுவார்கள்.",இவர்கள் அனைவரும் மனிதர்களே; அவர்களின் வாழ்க்கைத் தேர்வுகளை மதிப்பது நம் பண்பு.
4056,Transphobic-derogation,திருப்பாலின பத்திரிகையாளர்கள் பக்கம் பக்கம் வசிக்கும் மக்களுக்கு அச்சத்தை உருவாக்குகிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4057,Transphobic-derogation,மூன்றாம் பாலினம் இளைய தலைமுறையின் திசையை மாற்றுகிறார்கள்.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4058,Homophobic-derogation,LGBTQ சமூகத்தினர் பள்ளியில் மாணவர்களுக்கு தவறான சிந்தனையை ஏற்படுத்துகிறார்கள்.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4059,Transphobic-derogation,பாலின மாற்றத்திற்குட்பட்ட பொது நிர்வாகிகள் நம் குடும்பப்பண்பாடுகளை கேள்விக்குள்ளாக்குகிறார்கள்.,ஒவ்வொரு நபருக்கும் தங்களுடைய பாலியல் அடையாளம் மற்றும் வாழ்க்கைத் தேர்வுகளை உரிமையாக பின்பற்றும் உரிமை இருக்கிறது. அவர்களை மதிப்பது நம் கடமையாகும்.
4060,Homophobic-derogation,மாறுபட்ட பாலியல் விருப்பம் கொண்டவர்கள் சமூகத்தின் ஒழுக்கத்தைக் கேள்விக்குள்ளாக்குகிறார்கள்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4061,Transphobic-derogation,மூன்றாம் பாலினம் சமுதாய வளர்ச்சிக்கு தடையாக உள்ளனர்.,இவர்கள் அனைவரும் மனிதர்களே; அவர்களின் வாழ்க்கைத் தேர்வுகளை மதிப்பது நம் பண்பு.
4062,Transphobic-derogation,பாலின அடையாளம் மாற்றியவர்கள் குழந்தைகளை குழப்பத்திற்கு தள்ளுகிறார்கள்.,பாரம்பரியம் மற்றும் கலாச்சாரம் என்ற பெயரில் ஒருவரின் அடையாளத்தை கேள்விக்குள்ளாக்குவது நியாயமல்ல. நாம் வளர்ச்சியடைந்த சமுதாயமாக இருக்க வேண்டும்.
4063,Homophobic-derogation,பெண் உடலுடன் ஆண்மையுடன் வாழ்பவர்கள் சமூகத்தில் இடையூறுகளை உருவாக்குகிறார்கள்.,"எல்லா மனிதர்களும் சம உரிமைகளோடு வாழ்வதற்குரியவர்கள். நம் மதிப்பும், மரியாதையும் அனைவருக்கும் சமமாக இருக்க வேண்டும்."
4064,Homophobic-derogation,மாறுபட்ட பாலியல் விருப்பம் கொண்டவர்கள் நடத்தை எல்லை மீறுகிறது.,"எல்லா மனிதர்களும் சம உரிமைகளோடு வாழ்வதற்குரியவர்கள். நம் மதிப்பும், மரியாதையும் அனைவருக்கும் சமமாக இருக்க வேண்டும்."
4065,Transphobic-derogation,திருநங்கை தலைவர்கள் குடும்ப பண்பாட்டை முற்றிலும் நாசமாக்குகிறார்கள்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4066,Homophobic-derogation,ஓரினக் காதலர்கள் மக்கள் மனதில் பயம் மற்றும் குழப்பத்தை உருவாக்குகிறார்கள்.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4067,Homophobic-derogation,ஓரினப்பால் விருப்பம் கொண்டவர்கள் சமூக நம்பிக்கையை பாதிக்கிறார்கள்.,பாரம்பரியம் மற்றும் கலாச்சாரம் என்ற பெயரில் ஒருவரின் அடையாளத்தை கேள்விக்குள்ளாக்குவது நியாயமல்ல. நாம் வளர்ச்சியடைந்த சமுதாயமாக இருக்க வேண்டும்.
4068,Transphobic-derogation,பாலினம் வெளிப்படுத்திய மாணவிகள் குழந்தைகளின் எண்ணத்தையும் வாழ்க்கையையும் பாதிக்கிறார்கள்.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4069,Transphobic-derogation,திருப்பாலின பத்திரிகையாளர்கள் சமூகத்தில் அனியாயத்தை ஏற்படுத்துகிறார்கள்.,ஒவ்வொரு நபருக்கும் தங்களுடைய பாலியல் அடையாளம் மற்றும் வாழ்க்கைத் தேர்வுகளை உரிமையாக பின்பற்றும் உரிமை இருக்கிறது. அவர்களை மதிப்பது நம் கடமையாகும்.
4070,Transphobic-derogation,திருநங்கை நிர்வாகிகள் நம் குடும்பப்பண்பாடுகளை கேள்விக்குள்ளாக்குகிறார்கள்.,"திருநங்கைகள், ஓரின உறவுகளில் இருப்பவர்கள் எல்லோரும் நம் சமுதாயத்தின் பங்கு. அவர்களை வலியுறுத்துவதற்குப் பதிலாக ஆதரிப்போம்."
4071,Transphobic-derogation,திருப்பாலின மாணவர்கள் அவர்களது நடத்தை குழந்தைகளுக்கு ஆபத்தாக இருக்கிறது.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4072,Transphobic-derogation,பாலின அடையாளத்தை வெளிப்படுத்திய கலைஞர்கள் தவறான வழியை சமூகத்தில் பரப்புகிறார்கள்.,"வெறுப்பும், தவறான தகவல்களும் ஒரு சமூகத்தைக் கிழிக்கக்கூடும். நாம் உண்மையையும், கருணையையும் முன்னிறுத்துவோம்."
4073,Transphobic-derogation,மாற்றுப்பாலினம் கொண்ட நிர்வாகிகள் ஊருக்கு எதிரானோர் போலவே நடந்துகொள்கிறார்கள்.,ஒவ்வொரு நபருக்கும் தங்களுடைய பாலியல் அடையாளம் மற்றும் வாழ்க்கைத் தேர்வுகளை உரிமையாக பின்பற்றும் உரிமை இருக்கிறது. அவர்களை மதிப்பது நம் கடமையாகும்.
4074,Transphobic-derogation,திருநங்கைகள் நமது இளம் தலைமுறையிடம் தவறான விஷயங்களை கொண்டுவருகிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
4075,Homophobic-derogation,LGBTQ சமூகத்தினர் மாறுபட்ட உணர்வுகளை பரப்புகிறார்கள்.,பாரம்பரியம் மற்றும் கலாச்சாரம் என்ற பெயரில் ஒருவரின் அடையாளத்தை கேள்விக்குள்ளாக்குவது நியாயமல்ல. நாம் வளர்ச்சியடைந்த சமுதாயமாக இருக்க வேண்டும்.
4076,Transphobic-derogation,மாற்றுபாலின தலைவர்கள் சமூகத்தின் அடிப்படைகளை நாசமாக்குகிறார்கள்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4077,Transphobic-derogation,மூன்றாம் பாலினம் குடும்ப கட்டமைப்பை இடித்து வருகின்றனர்.,ஒருவரின் பாலியல் விருப்பம் அல்லது பாலின அடையாளம் அவர்களது தனிப்பட்ட விஷயம். அதை மதிப்பது சமுதாய ஒற்றுமைக்குத் தேவையானது.
4078,Homophobic-derogation,LGBTQ+ கல்லூரி மாணவர்கள் இளைய தலைமுறையின் திசையை மாற்றுகிறார்கள்.,"தம்மைச் சார்ந்த உண்மைகளைத் தைரியமாக வெளிப்படுத்தும் எவரும் நம்மைச் சுற்றியுள்ள சமூகத்தின் முக்கிய அங்கங்கள். அவர்களை விரோதப்படுத்தாமல், அன்போடு அணுகுவோம்."
4079,Transphobic-derogation,பாலின அடையாள மாற்றக்கூடியவர்கள் சமுதாய ஒற்றுமையை சிதைக்கிறார்கள்.,"மாற்றுப்பாலினத்தவரும், ஓரின சேர்க்கையையும் விரும்பும் நபர்களும், நம்மைப் போலவே உரிமைகளுடன் வாழும் மனிதர்கள். அவர்களை மதிக்க நாம் எல்லோரும் ஒற்றுமையாக இருக்க வேண்டும்."
